Cities,Adilabad,Adoni,Alwal,Anakapalle,Anantapur,Bapatla,Belampalli,Bhimavaram,Bhongir,Bobbili,Bodhan,Chilakalurupet,Chirala,Chittur,Cuddapah,Dharmavaram,Dhone,Eluru,Gaddiannaram,Gadwal,Gajuwaka,Gudivada,Gudur,Guntakal,Guntur,Hindupur,Hyderabad,Jagtial,Kadiri,Kagaznagar,Kakinada,Kallur,Kamareddi,Kapra,Karimnagar,Karnul,Khammam,Kondukur,Koratla,Kottagudem,Kukatpalle,Machilipatnam,Mahbubnagar,Malkajgiri,Mancheral,Mandamarri,Mangalagiri,Markapur,Miryalaguda,Nalgonda,Nandyal,Narasapur,Narasaraopet,Nellur,Nirmal,Nizamabad,Nuzvid,Ongole,Palakollu,Palwancha,Patancheru,Piduguralla,Ponnur,Proddatur,Qutubullapur,Rajamahendri,Rajampet,Rajendranagar,Ramagundam,Rayachoti,Rayadrug,Samalkot,Sangareddi,Sattenapalle,Serilungampalle,Siddipet,Sirsilla,Srikakulam,Srikalahasti,Suriapet,Tadepalle,Tadepallegudem,Tadpatri,Tanuku,Tenali,Tirupati,Tuni,Vijayawada,Vinukonda,Visakhapatnam,Vizianagaram,Vuyyuru,Wanparti,Warangal
Rayadrug,581.3103425,112.4187517,358.942818,734.2979464,77.46406938,408.9917675,559.3796076,539.8921889,380.1466642,815.4162221,453.4193121,385.6319927,394.3453648,291.6161068,210.2555311,95.64501946,134.8413108,506.5205466,344.4520996,197.2329171,754.8349406,482.9682077,325.7308264,75.74923816,422.4537853,116.99767,346.126747,505.1334207,153.2156515,585.9776029,627.1721792,146.487191,432.4688044,343.2421832,481.6685672,176.8929481,451.0469896,331.7548963,498.8080059,513.2474991,351.2622511,486.8531579,256.1452771,366.4171487,540.0072592,549.6840938,440.1834119,282.8986028,376.5150616,366.4352045,193.9469953,552.8757455,380.5408352,335.8447358,516.2334821,461.6748659,484.8229435,352.8948621,560.5716457,519.3259037,348.5139518,380.2238249,424.0405729,180.7675326,348.4937261,586.2148382,254.4069082,330.7588733,532.3964606,215.0792299,0,625.7474458,350.5971855,401.9323725,346.3479866,433.6264404,460.5865001,849.8052648,322.5333081,400.956005,445.9580644,550.763376,123.7413696,564.1519178,439.915033,298.6655291,674.9165351,450.7844527,343.4333166,764.8829214,793.685421,465.1926436,225.9221906,468.1627425
Samalkot,483.0565961,546.6225677,389.6808824,111.7474485,556.7731384,222.7657556,361.1059355,89.48857291,354.1817999,209.9725978,488.7619216,240.3594963,237.7453748,540.1317899,460.9268896,561.4119443,494.0833862,119.9969223,390.2966571,475.8005573,130.4676406,143.3584581,409.3812474,554.852777,203.2939627,618.7890507,394.8897342,396.4818255,540.7219778,381.6977664,12.82375066,494.6599474,429.365719,394.6160577,358.1670901,463.3603087,216.7824328,317.3413826,415.1710633,172.7328318,403.259243,147.1405957,448.3958369,385.1092725,352.7062051,356.783307,185.8164792,342.9832927,278.4773704,310.4967814,431.9151539,84.95439524,245.611505,372.9427645,465.2520763,467.9779335,144.9175873,286.0489153,75.5274123,170.2190419,418.5143337,251.2398504,204.8287691,466.8346291,396.2478465,41.71323615,454.4841862,403.5674555,347.7307174,497.1318803,625.7474458,0,439.8870782,225.3347169,411.5803935,372.8974533,386.8876117,228.5760778,453.2410307,272.3352556,180.2108028,75.12897606,506.8827317,62.51643365,186.8218784,483.5333929,50.85306905,175.6444334,282.3868385,140.3069513,175.0240946,161.1353399,444.5033279,295.3059805
Sangareddi,232.8998357,238.2371796,50.87815662,521.4886883,330.0796518,318.405085,217.8494183,385.9576396,85.70806439,568.951146,116.5006715,279.2470865,313.2106396,502.5608342,358.9551584,359.2314814,246.7412204,337.5244871,55.50392149,158.5463021,543.7421013,337.5643808,430.4276444,282.8454905,290.8438648,427.5248433,49.54509668,156.9270809,390.5104854,240.8039303,448.0249719,218.2994401,81.89237792,51.3505853,143.7037216,200.2845221,223.6896804,331.6188526,148.6331157,271.5365718,38.30365802,362.8931051,99.56324031,54.80207788,200.6807856,209.1918835,295.0908632,247.0005984,179.4362677,140.4110158,241.8214488,406.7213382,259.6090685,406.8950495,168.1650431,116.8104523,309.1267707,316.6007881,409.2732977,275.6555465,23.01321112,231.9833895,315.9144149,326.4494746,46.96752229,399.7325572,401.0596543,50.12114862,194.6466478,404.602819,350.5971855,439.8870782,0,261.9231118,31.32536859,96.5592374,115.3159098,620.2592459,464.0843072,171.9617157,296.9298276,376.4024197,302.6656812,395.8840053,314.1356405,467.1609097,475.2217945,297.9146604,249.9831258,553.2897024,565.7882801,326.2682579,140.1536262,164.3666935
Sattenapalle,404.4073158,321.6543478,213.1115298,332.4395814,335.8215182,62.6934533,304.7665927,144.9582899,186.140632,415.6590847,350.2732928,33.43722663,64.88350381,372.2835795,259.1932638,344.4492496,269.0907329,105.3479219,206.4437389,254.7680509,353.1611099,87.60155498,252.9117817,329.9494101,29.49999976,407.1338136,212.3782249,298.9818201,333.6059539,335.3045842,228.1573409,269.4508585,288.7001117,210.6622636,253.7891535,238.3327594,94.59929442,134.3942629,310.4989114,137.9942661,223.9768206,105.119115,237.5712809,212.067178,286.4954159,295.5947983,40.78686562,121.6866486,83.42257726,122.4463742,208.0893661,162.264692,23.23940478,216.8486604,359.3074185,336.1118511,82.9913464,101.0676774,168.004676,143.6811719,238.9302856,31.16827896,54.71927496,254.9632209,215.0322084,184.8612741,269.6587171,214.735291,277.9429779,303.1098103,401.9323725,225.3347169,261.9231118,0,230.6028092,237.5622503,265.7630938,447.9109675,298.1365932,102.5471688,45.68163333,150.2739276,286.3191597,165.6178019,53.23449179,319.0158884,273.4960126,49.82328611,60.20443861,363.2348818,391.8839462,71.57520277,225.1871928,190.0883219
Serilungampalle,245.6123249,234.2537325,22.38918998,495.7073884,319.1698175,287.1837208,214.2336619,355.7199086,58.51435024,546.6718558,139.6104424,248.0611732,282.1439995,480.9792156,337.612815,346.7600874,234.1073862,307.3961174,24.18181844,150.0478158,517.985677,306.711372,404.1012456,275.5851719,259.5437825,416.0666305,18.23590964,159.1081967,374.1747112,239.8557817,419.4123541,207.8575715,93.45703774,20.07762051,137.1331657,186.2925304,194.8971811,302.6961527,154.6427742,245.1819185,8.559818351,331.7816785,90.3289413,28.65699417,195.5941443,204.8710993,263.9486796,219.4137405,148.2157549,109.2697221,221.9247203,376.3821198,228.3756033,379.4237152,182.4291522,135.6731648,278.9475243,286.6210502,379.1222081,249.5927484,8.452218214,200.6640747,284.592484,306.7839969,15.86205569,371.082579,377.9011368,22.0724954,188.6038866,384.1572852,346.3479866,411.5803935,31.32536859,230.6028092,0,88.47518442,114.2441593,596.5786377,439.0193181,141.8161636,265.8654424,346.8969192,288.0253013,366.2875805,282.8592694,443.5897906,448.0981755,266.9331516,219.4754375,527.6385025,541.6178823,295.2096715,126.5269727,144.950803
Siddipet,177.6516568,321.9636746,74.92003761,442.7789923,402.0528357,299.8903432,125.9439904,334.1898733,65.76216098,480.9926107,118.3650104,263.9582938,299.2535431,544.6256591,403.7769924,427.7986716,316.1906789,286.2537455,90.04785079,236.5203678,464.7635494,295.181319,453.2387908,361.5901123,262.6445175,497.7704812,87.69864792,77.10312917,449.7133612,152.5215391,382.6113266,292.2688589,56.79693455,90.71648024,48.66551916,267.8423978,168.5920243,341.0706107,79.98153953,200.1679021,82.64151679,324.5890162,177.6244664,67.68038175,107.1247029,116.4658145,260.5284694,268.8351449,158.1788835,124.9934771,293.9320038,355.4602284,243.9760446,423.8337884,123.6467459,100.5977009,259.5650476,317.6097643,356.0276434,202.8952661,88.34678659,213.4077599,291.4162974,377.2274417,85.18684008,335.492926,438.5521683,102.9208094,100.1628271,451.6955014,433.6264404,372.8974533,96.5592374,237.5622503,88.47518442,0,32.41193951,535.0509772,492.5101039,135.0503371,260.3933301,318.4960519,367.0315157,338.1593018,283.2971888,502.0251553,402.0397408,259.6237744,248.7214261,473.8947907,482.0569264,288.1781692,210.114495,79.04133746
Sirsilla,145.3860436,348.4319439,104.1038879,450.0986546,431.6093746,328.3718348,102.5678294,354.4182018,98.16207571,481.3980071,102.2554732,293.2745028,328.4429263,577.005139,436.0209463,457.9814781,345.9211294,307.2515147,119.6829717,264.120932,471.7801126,318.6545779,485.3434858,389.5955341,289.8008651,527.802032,116.5850557,45.72379623,481.0937709,126.1138153,397.2065222,321.0773802,49.36971504,119.7736967,34.22385517,297.6408899,191.0359668,372.5922989,47.67013331,214.9730365,109.7127378,348.7783261,204.5439321,97.36833397,86.02554453,94.10517013,286.3871798,301.1583397,188.2857455,156.4869432,325.5771901,375.6298091,273.4579473,455.6672074,93.59914991,81.09351304,281.5141006,348.4979017,375.5353485,216.909049,112.3780518,242.8696657,318.9413773,409.1531372,113.7353446,351.0769383,470.9599765,131.2289614,80.81801821,483.89218,460.5865001,386.8876117,115.3159098,265.7630938,114.2441593,32.41193951,0,537.4687402,524.7930506,163.3762349,285.8048165,336.7829846,397.6691034,356.2798628,309.6635009,534.427331,412.7720505,284.6317131,279.8147789,480.6010118,485.8220957,312.839121,239.0676731,92.20185247
Srikakulam,585.243903,764.2469596,574.2435615,116.9121785,782.935885,451.22797,472.2943786,318.0303203,538.3311197,63.47989444,636.3054785,466.66268,466.1792142,763.5947486,689.4927554,788.9547371,716.3302864,344.1865516,579.1619897,687.5556786,98.90270165,370.8981689,633.2328655,777.1931183,428.9309413,847.2023122,582.4840044,529.1125785,769.2854058,479.4938528,230.60456,713.6787326,586.0523742,583.1138658,503.7763755,681.883834,414.00131,545.79433,549.2370267,354.6741046,588.0250163,375.5399519,651.4196312,568.095486,473.5474544,472.8097485,410.4897192,568.4326644,485.866512,510.6825327,655.9996852,311.2516374,469.6440041,597.779778,591.7437891,613.2611516,364.9826271,514.6228622,302.0988338,349.5029999,601.9563357,470.3466604,432.9793438,695.0056674,582.9163719,265.1030165,681.9163125,594.2389297,472.5274617,725.2275386,849.8052648,228.5760778,620.2592459,447.9109675,596.5786377,535.0509772,537.4687402,0,675.6266029,471.1412629,404.5512917,301.3231437,733.1488375,290.9746778,414.3010557,707.2526107,177.7649059,399.5422533,507.0427806,89.70834791,56.49615404,388.5141959,655.1252057,457.7184095
Srikalahasti,670.1592829,333.2405687,434.152331,562.0123718,250.366999,253.0681219,589.9434047,367.2832812,427.3434098,663.2094065,578.6294374,264.9307156,241.6857674,88.42642781,125.0208943,226.8905996,269.2023439,362.3399314,419.9081662,342.2659395,577.2428584,329.1605879,45.93671154,296.5058958,294.5627095,239.9330462,425.4458156,566.9033144,171.0028512,621.1051211,448.2017807,298.6417382,527.3261258,422.2745872,525.2096691,291.9985962,391.1758483,163.9625992,572.4578377,434.4923651,437.2846609,311.4373366,379.3793179,437.9965621,570.1211668,580.026608,312.0716419,223.7310961,346.2057155,370.0773658,232.9536368,368.2969717,278.2577356,83.51423929,613.3251496,573.2905782,357.8562333,197.1711402,377.7309743,439.8213267,446.4216217,303.3062347,273.059365,164.3525684,428.9473304,426.2682962,73.85924392,416.977351,561.2329564,107.5240539,322.5333081,453.2410307,464.0843072,298.1365932,439.0193181,492.5101039,524.7930506,675.6266029,0,377.1666268,317.6018859,392.386632,223.4368503,395.2181534,294.1242149,34.51459471,502.6720529,322.8216737,254.7730007,586.04885,625.8508144,315.4889715,339.0043464,472.9009793
Suriapet,304.0097385,301.5455492,121.105584,363.7015072,348.4248684,165.0397286,212.8930313,213.9985381,88.69711032,427.25718,249.2468112,130.2016758,165.205759,440.6811302,309.3735762,366.0497121,267.4643459,165.6020328,119.1578345,219.2522906,385.863395,166.8248785,334.5201911,325.2476706,127.9030386,434.7059633,124.233812,198.3059768,371.5325397,244.0418019,279.4046334,255.5960264,187.1858494,123.5394146,153.6281072,224.3059262,57.40331784,216.8969365,208.7332887,117.499996,133.935092,193.9935178,180.3571668,118.0582423,193.2658996,203.058745,127.4983363,162.0574809,31.59515612,39.55912099,221.134102,234.7681069,110.6688029,301.6781641,256.9708941,234.1780851,137.1775991,189.1815226,237.3437589,123.1536714,149.4373989,80.26587807,156.425931,292.4890185,126.0422629,231.1685574,333.8486015,131.6043571,184.4083737,357.1837486,400.956005,272.3352556,171.9617157,102.5471688,141.8161636,135.0503371,163.3762349,471.1412629,377.1666268,0,128.2241681,205.4232719,303.4247575,224.6912343,149.2892438,392.1759211,312.0350739,128.3450718,123.134995,395.7945592,414.9495209,157.124314,186.4906531,95.75163856
Tadepalle,417.8281131,367.2504581,246.7572884,288.4827126,378.3962759,64.90384193,310.1195816,99.48127777,216.455653,374.6338342,376.7957732,63.19251616,76.03255531,396.8445349,293.7702162,385.3407864,313.8766389,60.56366138,242.0165067,300.129426,308.8866905,42.89988617,271.6858756,374.6624927,25.47635246,446.1614852,247.6978301,314.1281746,370.7081847,339.4799009,182.6796886,314.9580953,314.5035684,246.3546508,268.9577465,283.9285236,98.13171506,158.4064016,327.7879254,120.2035268,258.6358989,66.0514761,280.7530628,244.6774622,293.4505203,301.7262468,6.164525633,163.8815334,118.0107524,156.6127282,252.0157828,117.3827937,65.45746685,234.3073108,378.1469666,360.7491388,42.70136011,123.8571332,122.727268,124.8675729,273.9694799,74.66222866,45.80378219,293.4547842,250.0422959,140.2584273,298.2878512,251.8815427,285.3914923,335.3455803,445.9580644,180.2108028,296.9298276,45.68163333,265.8654424,260.3933301,285.8048165,404.5512917,317.6018859,128.2241681,0,105.0818448,328.6393685,119.997052,27.22329398,341.7983257,228.9657766,5.480145799,102.5921785,318.9292222,348.8352493,29.34505547,270.2026239,201.746112
Tadepallegudem,448.2511238,471.7620434,325.6107128,184.6051841,482.2486871,151.0043907,328.9632497,30.05094916,291.1591629,276.2549213,436.5451319,165.7089496,165.7674571,477.3928526,389.8443591,487.6500306,418.9559408,45.0591485,324.5568529,402.0683063,204.4626519,69.6987521,347.3064559,479.7310676,128.3574539,546.2387575,329.5446014,353.394437,468.9334098,353.6748778,78.19707777,419.6873727,375.26337,328.9333933,311.5273124,388.4651064,153.3480357,247.5826396,370.6588522,124.574753,338.8260255,80.94929625,377.0876778,321.7618237,317.0598604,322.9036298,110.7008457,268.1400856,207.6651855,241.947829,356.8800268,45.40638324,170.4923709,310.0188878,421.8028071,417.1845273,71.48182957,214.9872333,41.40183208,124.4689484,354.2840185,176.7303192,132.0885837,393.8196879,331.2287067,36.33746438,386.8581778,336.9149038,310.7256009,427.9169324,550.763376,75.12897606,376.4024197,150.2739276,346.8969192,318.4960519,336.7829846,301.3231437,392.386632,205.4232719,105.0818448,0,432.3815819,19.7068038,112.9966058,420.9108501,124.3696683,100.5333305,207.3457996,214.4457624,246.359924,87.21299429,371.1439968,244.7659724
Tadpatri,533.5413748,111.276216,293.8011733,616.8215698,49.89542018,287.2634014,488.0442867,419.6389087,305.1421597,701.957409,417.3074912,266.6748134,272.4335629,222.3077112,99.41082943,62.80390827,58.17165412,388.9662803,278.1183933,148.378934,636.8440759,363.5560501,215.3963051,74.03726933,304.2519285,132.551977,281.6690231,443.3901803,89.54460466,517.23775,507.5572614,90.20017284,381.1231787,278.3892896,411.7431492,102.3820165,347.1848863,208.0241404,441.6066944,407.8633548,290.2945837,365.3488057,203.5618456,300.3295324,467.7585772,477.899855,322.6735847,164.845175,275.1997761,274.4804713,82.56215603,431.6574118,263.9275278,218.840583,469.7540987,419.4715905,369.1244574,229.614864,439.626084,414.0100763,292.8450932,268.1179362,303.2196805,62.43833918,284.7598156,468.3196497,149.8690573,267.9872196,459.3790462,125.1975439,123.7413696,506.8827317,302.6656812,286.3191597,288.0253013,367.0315157,397.6691034,733.1488375,223.4368503,303.4247575,328.6393685,432.3815819,0,444.7363487,320.1543449,208.2586183,556.7476848,333.7073769,226.4232502,646.8216381,677.4736068,345.7645316,162.5685397,383.7873859
Tanuku,466.5292263,487.2469891,345.0690085,174.0755353,494.6317624,160.2751222,346.7409971,28.02866059,310.7142604,269.5975914,456.1726822,178.5298819,175.2457191,481.2286838,398.6465679,498.9619324,433.2192154,61.87098433,343.8476172,418.8916125,192.9838616,81.23302206,350.6638159,493.8589378,141.9914023,556.2945944,348.8770134,372.4047139,478.319288,370.9562276,63.03580596,434.9374718,394.9327742,348.2279018,330.7804142,403.9247263,172.9916787,255.3150525,389.8050788,143.4243229,358.2448883,85.56619447,395.1601743,341.2786662,335.244981,340.8872114,125.2922218,281.2598987,226.1241282,260.8954491,370.5254348,33.38597083,184.8921184,313.7419373,440.9038686,436.7512756,89.52391278,223.6936359,26.36990871,143.0342296,373.7132141,193.1368351,142.3293647,404.3185986,350.5947739,31.86232039,393.2960076,356.0788628,329.0559696,435.3920325,564.1519178,62.51643365,395.8840053,165.6178019,366.2875805,338.1593018,356.2798628,290.9746778,395.2181534,224.6912343,119.997052,19.7068038,444.7363487,0,124.5820783,424.6358155,113.2146889,115.8294016,221.1627719,202.8146297,236.9563262,99.03053492,388.2521887,264.207811
Tenali,443.5130328,366.7652938,264.7295802,297.5145311,370.0497644,41.44199572,336.8992076,100.0327116,236.137089,387.9356509,398.5359393,54.61357981,54.84526359,375.0101979,277.9707548,374.745462,310.1317834,72.51042303,258.7637598,304.3634197,317.0812691,43.47989844,248.1956869,370.458642,23.73562951,433.3531535,264.623706,339.3186651,356.4306727,366.3957898,187.4515122,313.9995128,336.4385852,263.0291051,294.0511051,283.7697013,124.325904,138.3788351,352.4878063,146.8272368,276.0090613,52.62919807,290.1452887,263.242206,320.0292754,328.4127551,24.23148301,157.0918303,134.7941168,173.9542194,246.7041075,114.4792827,65.14286168,210.6272024,402.5091428,383.2101277,63.73860203,104.3827805,121.447798,151.306254,291.1226279,84.37868429,21.21340599,280.8509001,267.1747974,149.2938892,278.8067395,267.5284916,311.8963399,317.719745,439.915033,186.8218784,314.1356405,53.23449179,282.8592694,283.2971888,309.6635009,414.3010557,294.1242149,149.2892438,27.22329398,112.9966058,320.1543449,124.5820783,0,319.4304277,237.014569,31.21739887,98.45359404,327.0000988,359.3289783,25.7868909,275.808543,227.3669974
Tirupati,679.4353825,319.4237183,440.4332252,593.0354083,229.5437698,278.0479551,604.038293,396.6253047,436.3928649,693.4497777,582.8597106,286.3229734,265.8000208,56.60924974,114.5861903,203.4108682,258.415666,389.1337175,425.7087875,337.0012079,608.6702486,356.1698628,74.16979216,279.3227436,317.9751355,209.7217894,431.0146323,577.5304195,145.5680519,635.166183,478.9065041,289.2102096,533.8321493,427.7706151,536.9620761,286.2090807,410.3910388,184.8748115,581.96331,456.5544427,442.5103715,340.0756427,378.4450226,444.7793456,583.9722318,594.0018167,336.0779798,234.0010426,360.7933192,381.8573259,229.8384297,398.6023773,298.0992615,110.9323607,621.0311005,578.8704264,382.9419009,219.1130362,408.0171418,462.0551578,450.6561963,321.3434432,298.2329609,153.5290253,434.507158,455.3486102,66.43811937,421.525352,575.0740936,85.22496503,298.6655291,483.5333929,467.1609097,319.0158884,443.5897906,502.0251553,534.427331,707.2526107,34.51459471,392.1759211,341.7983257,420.9108501,208.2586183,424.6358155,319.4304277,0,533.3308416,347.1272267,271.6467875,617.5911909,656.9078149,341.7823314,337.0562091,487.5260308
Tuni,496.8925558,593.6982595,425.8821248,60.89747461,606.6171647,273.4839736,375.1058527,140.3414835,389.9117408,161.0658662,515.0210438,290.0778792,288.4464413,589.8970426,511.7664978,611.7511009,542.5813902,168.4132865,427.8429127,520.9119318,80.10094497,193.5404322,459.1610521,603.4297777,252.6730028,669.4919842,432.0764703,417.3036183,591.5207306,392.4700579,54.47296887,542.1099666,457.5995663,432.0818084,382.0989903,510.6052614,255.1158279,368.1933029,436.7069626,204.0069575,439.638635,197.9798575,490.6918812,420.7799299,369.259117,372.0524591,234.7346112,392.4639652,321.2581109,351.0514177,480.9795488,134.9243437,294.4102761,422.9555405,485.3915925,493.3824942,191.5601923,336.8646418,125.5756466,200.3384545,454.6110289,298.1429787,255.3660576,517.418256,433.158036,88.71062999,505.1649075,441.7769238,365.3117541,547.9432687,674.9165351,50.85306905,475.2217945,273.4960126,448.0981755,402.0397408,412.7720505,177.7649059,502.6720529,312.0350739,228.9657766,124.3696683,556.7476848,113.2146889,237.014569,533.3308416,0,224.1885374,331.4965065,90.0761101,124.2763825,211.2545655,489.1725942,323.1917166
Vijayawada,415.7165073,371.4755427,247.5837285,283.5727457,383.4412931,69.96909314,307.2366256,96.02495258,216.8270323,369.356449,376.382419,68.55556314,81.3356499,402.2153463,299.2273145,390.5507467,318.5071541,55.78714675,243.1739507,303.7268985,304.0518188,40.45509499,276.8985816,379.3195867,30.92850594,451.4952101,248.8024462,312.3172777,376.1137391,336.4447662,178.3368255,319.2663341,314.0531489,247.5257312,267.2184657,288.1546247,95.93269766,163.8370158,326.2160922,115.6839147,259.6111878,65.6515427,283.4859732,245.3411616,290.7560302,298.9343536,11.61575709,168.9075521,119.4550929,157.7685742,256.837509,114.3888123,70.24367635,239.4908303,376.7135761,360.0875499,37.22901516,129.2948198,119.4347707,120.2458159,274.9878035,77.98101518,50.60825518,298.7967575,251.0903201,135.4798331,303.750839,253.3036299,282.7608688,340.8251637,450.7844527,175.6444334,297.9146604,49.82328611,266.9331516,259.6237744,284.6317131,399.5422533,322.8216737,128.3450718,5.480145799,100.5333305,333.7073769,115.8294016,31.21739887,347.1272267,224.1885374,0,107.519651,314.1031772,343.7729276,28.79565265,273.6071277,199.7624155
Vinukonda,423.9101398,268.3999054,206.4369361,391.0721311,276.0616221,78.54977504,335.9349362,198.0007044,187.9300072,475.7181282,351.6889005,44.17260475,68.28921251,322.457792,201.6663463,284.2522502,212.1128499,163.1437735,195.9640111,209.3080906,411.4611352,140.3573902,211.5575483,272.6995026,79.1789165,347.1019946,202.1120874,318.6043552,274.3002483,367.0625171,284.1819317,215.5908096,293.0540331,199.6527454,274.954448,185.5789691,140.1168232,93.89801163,326.9156693,192.8462119,214.5208006,149.3443281,203.8676711,207.5888487,316.3852734,326.145955,96.7668612,61.60367813,93.20755568,123.8952236,149.5347695,212.9318931,37.50558472,178.5692306,372.3365294,340.9572542,142.7148293,69.09221453,219.8390438,198.8145689,227.895662,50.43937083,86.60845795,195.2361998,205.3020566,242.8091877,217.1231586,200.0563515,307.5340734,247.0318909,343.4333166,282.3868385,249.9831258,60.20443861,219.4754375,248.7214261,279.8147789,507.0427806,254.7730007,123.134995,102.5921785,207.3457996,226.4232502,221.1627719,98.45359404,271.6467875,331.4965065,107.519651,0,421.4971867,451.2072871,122.761606,182.9326206,218.7587934
Visakhapatnam,547.3084297,682.5699234,505.2630302,32.09739692,696.6924135,362.9874854,428.4615267,229.388441,469.1286828,93.72553514,581.9602076,380.1535947,377.9816743,673.9586817,600.6854848,701.6882898,632.3062224,258.3655623,508.5984945,608.3799933,10.1029748,283.5202014,543.5525693,693.1751871,342.7355029,758.9787475,512.4326099,478.7077575,680.6996829,440.8448178,141.4244277,631.2598601,527.6440485,512.7244966,448.1026893,599.6481108,338.409108,456.7950786,498.6784128,282.5823657,519.0968915,286.615489,575.7732805,499.6468586,426.1970715,427.2074124,324.7304381,482.5228997,407.4938498,435.2339287,570.9366621,221.8240872,384.3448672,508.071787,544.732012,559.4859197,280.8773948,426.0267059,212.7421277,278.054674,533.6560445,387.2596085,345.1357021,607.1263858,513.2202659,178.6900776,592.3839968,523.1112011,423.7026783,635.900717,764.8829214,140.3069513,553.2897024,363.2348818,527.6385025,473.8947907,480.6010118,89.70834791,586.04885,395.7945592,318.9292222,214.4457624,646.8216381,202.8146297,327.0000988,617.5911909,90.0761101,314.1031772,421.4971867,0,44.65191659,301.2596716,576.3377526,395.0350765
Vizianagaram,541.0270882,707.764061,519.2525249,63.87498357,727.2137283,396.8973126,425.2562924,264.4152343,483.2537762,50.15353556,585.6956085,411.2173623,411.7895681,713.412678,635.5601329,733.6945181,660.0660231,288.6351887,523.8372747,631.0984733,50.86084563,316.0497521,582.7592171,720.9167635,373.3952313,792.584709,527.2683045,479.7086596,715.0501185,434.6383307,178.2777953,657.2365084,533.9944781,527.8282251,452.4502416,625.4329671,357.7412765,492.2408368,499.82542,298.7932717,533.0590082,322.1350968,595.2776354,513.2183999,425.130414,425.0693376,354.8132214,512.6773776,429.4188674,454.502778,599.9593391,259.0366752,413.7626973,546.8037985,543.7799535,562.8142261,308.9093227,460.5743474,249.7346567,293.7126251,547.1471915,414.0233585,378.345077,640.1748476,527.7767019,210.0384532,629.4411471,538.8131116,423.5473285,672.1470588,793.685421,175.0240946,565.7882801,391.8839462,541.6178823,482.0569264,485.8220957,56.49615404,625.8508144,414.9495209,348.8352493,246.359924,677.4736068,236.9563262,359.3289783,656.9078149,124.2763825,343.7729276,451.2072871,44.65191659,0,333.5565753,598.6849281,404.1307388
Vuyyuru,442.4277285,390.473758,276.0648427,271.7316944,395.658091,65.31762391,332.092116,75.24888715,245.5523981,362.4296135,405.1042482,79.57286519,79.56318634,397.7055236,303.370752,400.5199777,334.8257304,47.79232332,271.3607536,325.9839178,291.3318227,17.79861766,269.6649468,395.3072775,44.26818202,459.0905614,277.0428449,339.6477953,382.0407775,360.7834802,162.0018456,337.8373982,342.7651526,275.6982311,294.6970974,307.2894276,123.0287765,162.7379487,353.9131494,134.2357218,287.9724591,36.87245283,308.7484178,273.930993,316.1751717,324.0693578,31.90800349,182.2963303,147.325868,185.9577543,271.7287502,91.12943197,87.67313953,232.0266294,404.5834575,388.692884,45.60423162,129.1724925,97.45045396,138.0026762,303.3107918,102.0918026,45.52793679,306.6186273,279.3853918,123.518498,303.03141,281.1822202,308.3623632,342.6192287,465.1926436,161.1353399,326.2682579,71.57520277,295.2096715,288.1781692,312.839121,388.5141959,315.4889715,157.124314,29.34505547,87.21299429,345.7645316,99.03053492,25.7868909,341.7823314,211.2545655,28.79565265,122.761606,301.2596716,333.5565753,0,296.681407,226.9057833
Wanparti,371.3705697,117.9389135,135.2734332,544.4598593,192.744143,261.4822786,334.8989391,369.6209567,154.2385576,613.2053627,255.5122522,225.2103102,250.6793738,367.4612761,224.6981279,220.3067421,107.6053796,326.4643169,120.084439,32.76230094,566.2713573,312.7298642,311.5191811,152.0989949,253.0536509,289.5398679,122.5959343,284.5825452,250.4533969,362.5062502,449.1561535,82.15480507,218.9257161,119.4847689,257.2575938,60.21602883,242.1343831,234.8269022,281.09072,303.7673329,129.724359,328.3911599,42.25889723,142.4341339,315.185743,325.03125,265.7993401,147.6369884,169.2705856,148.1920398,107.2565473,387.4138218,210.8054659,295.0849862,307.3165646,256.9606139,299.8550459,232.831503,392.9298917,309.5167141,130.7695163,195.6261317,268.0214775,189.5293655,125.3532769,402.8655328,270.6783719,107.8535582,307.3473203,268.1746454,225.9221906,444.5033279,140.1536262,225.1871928,126.5269727,210.114495,239.0676731,655.1252057,339.0043464,186.4906531,270.2026239,371.1439968,162.5685397,388.2521887,275.808543,337.0562091,489.1725942,273.6071277,182.9326206,576.3377526,598.6849281,296.681407,0,242.9385864
